category,vendor_product,matched_tokens,n_new_cves,covered_elsewhere_slug,risk_flags,sample_cves,sample_descriptions
cameras,peplink:speedfusion_sfe_cam_firmware,cam,1,,non-consumer-vendor,CVE-2020-24246,Peplink Balance before 8.1.0rc1 allows an unauthenticated attacker to download PHP configuration files (/filemanager/php/connector.php) from Web Admin
cameras,peplink:speedfusion_sfe_cam,cam,1,,non-consumer-vendor,CVE-2020-24246,Peplink Balance before 8.1.0rc1 allows an unauthenticated attacker to download PHP configuration files (/filemanager/php/connector.php) from Web Admin
cameras,festo:camera_system_chb-c-n_firmware,camera,1,,non-consumer-vendor,CVE-2022-3270,In multiple products by Festo a remote unauthenticated attacker could use functions of an undocumented  protocol which could lead to a complete loss o
cameras,festo:camera_system_chb-c-n,camera,1,,non-consumer-vendor,CVE-2022-3270,In multiple products by Festo a remote unauthenticated attacker could use functions of an undocumented  protocol which could lead to a complete loss o
cameras,agasio_camera_project:agasio_camera_firmware,camera,1,,,CVE-2023-29862,An issue found in Agasio-Camera device version not specified allows a remote attacker to execute arbitrary code via the check and authLevel parameters
cameras,agasio_camera_project:agasio_camera,camera,1,,,CVE-2023-29862,An issue found in Agasio-Camera device version not specified allows a remote attacker to execute arbitrary code via the check and authLevel parameters
cameras,flir:dvtel_camera_firmware,camera,1,,,CVE-2023-29861,An issue found in FLIR-DVTEL version not specified allows a remote attacker to execute arbitrary code via a crafted request to the management page of 
cameras,flir:dvtel_camera,camera,1,,,CVE-2023-29861,An issue found in FLIR-DVTEL version not specified allows a remote attacker to execute arbitrary code via a crafted request to the management page of 
cameras,axis:207w_camera,camera,1,doorbell,non-consumer-vendor,CVE-2007-4926,"The AXIS 207W camera uses a base64-encoded cleartext username and password for authentication, which allows remote attackers to obtain sensitive infor"
cameras,guardzilla:outdoor_hd_camera_firmware,camera,1,,,CVE-2018-18602,"The Cloud API on Guardzilla smart cameras allows user enumeration, with resultant arbitrary camera access and monitoring."
cameras,guardzilla:outdoor_hd_camera,camera,1,,,CVE-2018-18602,"The Cloud API on Guardzilla smart cameras allows user enumeration, with resultant arbitrary camera access and monitoring."
cameras,guardzilla:indoor_hd_camera_firmware,camera,1,,,CVE-2018-18602,"The Cloud API on Guardzilla smart cameras allows user enumeration, with resultant arbitrary camera access and monitoring."
cameras,guardzilla:indoor_hd_camera,camera,1,,,CVE-2018-18602,"The Cloud API on Guardzilla smart cameras allows user enumeration, with resultant arbitrary camera access and monitoring."
cameras,xiaoyi:yi_m1_mirrorless_camera_firmware,camera,1,,,CVE-2019-13953,An exploitable authentication bypass vulnerability exists in the Bluetooth Low Energy (BLE) authentication module of YI M1 Mirrorless Camera V3.2-cn. 
cameras,xiaoyi:yi_m1_mirrorless_camera,camera,1,,,CVE-2019-13953,An exploitable authentication bypass vulnerability exists in the Bluetooth Low Energy (BLE) authentication module of YI M1 Mirrorless Camera V3.2-cn. 
cameras,geutebrueck:g-cam_efd-2240_firmware,cam,1,,non-consumer-vendor,CVE-2020-16205,"Using a specially crafted URL command, a remote authenticated user can execute commands as root on the G-Cam and G-Code (Firmware Versions 1.12.0.25 a"
cameras,geutebrueck:g-cam_efd-2240,cam,1,,non-consumer-vendor,CVE-2020-16205,"Using a specially crafted URL command, a remote authenticated user can execute commands as root on the G-Cam and G-Code (Firmware Versions 1.12.0.25 a"
cameras,intel:realsense_camera_f200,camera,1,garden,non-consumer-vendor,CVE-2020-8765,Incorrect default permissions in the installer for the Intel(R) RealSense(TM) DCM may allow a privileged user to potentially enable escalation of priv
cameras,intel:realsense_camera_r200,camera,1,garden,non-consumer-vendor,CVE-2020-8765,Incorrect default permissions in the installer for the Intel(R) RealSense(TM) DCM may allow a privileged user to potentially enable escalation of priv
cameras,intel:realsense_camera_sr300,camera,1,garden,non-consumer-vendor,CVE-2020-8765,Incorrect default permissions in the installer for the Intel(R) RealSense(TM) DCM may allow a privileged user to potentially enable escalation of priv
cameras,furbo:dog_camera_firmware,camera,1,pet,,CVE-2023-28704,Furbo dog camera has insufficient filtering for special parameter of device log management function. An unauthenticated remote attacker in the Bluetoo
cameras,furbo:dog_camera,camera,1,pet,,CVE-2023-28704,Furbo dog camera has insufficient filtering for special parameter of device log management function. An unauthenticated remote attacker in the Bluetoo
cameras,siemens:gigaset_wlan_camera,camera,1,appliances|ev-charging|thermostat,non-consumer-vendor,CVE-2008-6993,"Siemens Gigaset WLAN Camera 1.27 has an insecure default password, which allows remote attackers to conduct unauthorized activities. NOTE: the provena"
cameras,trendnet:securview_wireless_internet_camera,camera,1,,non-consumer-vendor,CVE-2012-4876,Stack-based buffer overflow in the UltraMJCam ActiveX Control in TRENDnet SecurView TV-IP121WN Wireless Internet Camera allows remote attackers to exe
doorlock,mica:fingerprint_bluetooth_padlock_fb50,padlock,1,cameras,,CVE-2020-10876,The OKLOK (3.1.1) mobile companion app for Fingerprint Bluetooth Padlock FB50 (2.3) does not correctly implement its timeout on the four-digit verific
ev-charging,schneider-electric:evlink_smart_wallbox_evb1a_firmware,wallbox,18,hub,non-consumer-vendor,CVE-2021-22706|CVE-2021-22707|CVE-2021-22708,"A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7|A CWE-798: Use of Hard-coded Credentials vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7P4 all versions prior to R8 V3.4.0.1), EVlink Parking |A CWE-347: Improper Verification of Cryptographic Signature vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7P4 all versions prior to R8 V3.4.0."
ev-charging,schneider-electric:evlink_smart_wallbox_evb1a,wallbox,18,hub,non-consumer-vendor,CVE-2021-22706|CVE-2021-22707|CVE-2021-22708,"A CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7|A CWE-798: Use of Hard-coded Credentials vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7P4 all versions prior to R8 V3.4.0.1), EVlink Parking |A CWE-347: Improper Verification of Cryptographic Signature vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7P4 all versions prior to R8 V3.4.0."
ev-charging,garo:wallbox_gtb_firmware,wallbox,4,alarms,,CVE-2021-45876|CVE-2021-45877|CVE-2021-45878,"Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by unauthenticated command injection. The url parameter of the function module downloadAndU|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by hard coded credentials. A hardcoded credential exist in /etc/tomcat8/tomcat-user.xml, wh|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by incorrect access control. Lack of access control on the web manger pages allows any user"
ev-charging,garo:wallbox_gtb,wallbox,4,alarms,,CVE-2021-45876|CVE-2021-45877|CVE-2021-45878,"Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by unauthenticated command injection. The url parameter of the function module downloadAndU|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by hard coded credentials. A hardcoded credential exist in /etc/tomcat8/tomcat-user.xml, wh|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by incorrect access control. Lack of access control on the web manger pages allows any user"
ev-charging,garo:wallbox_gtc_firmware,wallbox,4,alarms,,CVE-2021-45876|CVE-2021-45877|CVE-2021-45878,"Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by unauthenticated command injection. The url parameter of the function module downloadAndU|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by hard coded credentials. A hardcoded credential exist in /etc/tomcat8/tomcat-user.xml, wh|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by incorrect access control. Lack of access control on the web manger pages allows any user"
ev-charging,garo:wallbox_gtc,wallbox,4,alarms,,CVE-2021-45876|CVE-2021-45877|CVE-2021-45878,"Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by unauthenticated command injection. The url parameter of the function module downloadAndU|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by hard coded credentials. A hardcoded credential exist in /etc/tomcat8/tomcat-user.xml, wh|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by incorrect access control. Lack of access control on the web manger pages allows any user"
ev-charging,garo:wallbox_glb_firmware,wallbox,4,alarms,,CVE-2021-45876|CVE-2021-45877|CVE-2021-45878,"Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by unauthenticated command injection. The url parameter of the function module downloadAndU|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by hard coded credentials. A hardcoded credential exist in /etc/tomcat8/tomcat-user.xml, wh|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by incorrect access control. Lack of access control on the web manger pages allows any user"
ev-charging,garo:wallbox_glb,wallbox,4,alarms,,CVE-2021-45876|CVE-2021-45877|CVE-2021-45878,"Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by unauthenticated command injection. The url parameter of the function module downloadAndU|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by hard coded credentials. A hardcoded credential exist in /etc/tomcat8/tomcat-user.xml, wh|Multiple versions of GARO Wallbox GLB/GTB/GTC are affected by incorrect access control. Lack of access control on the web manger pages allows any user"
ev-charging,abb:terra_ac_wallbox_ul40_firmware,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,abb:terra_ac_wallbox_ul40,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,abb:terra_ac_wallbox_80a_firmware,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,abb:terra_ac_wallbox_80a,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
